member_id,plan_id,plan_type,valuation_date,status,age,gender,service_years,retirement_age_assumption,salary_current,salary_5y_avg,salary_growth_assumption,contribution_rate_employee,contribution_rate_employer,accrual_rate,benefit_formula,termination_rate,mortality_table,mortality_improvement_scale,discount_rate_base,inflation_assumption,expected_return_on_assets,asset_allocation_equity,asset_allocation_fixed_income,asset_allocation_alts,asset_allocation_cash,assets_market_value_member,liability_pv_member,funded_ratio_member,liability_duration,benefit_payments_next_year_member,probability_retirement_next_year,probability_mortality_next_year,scenario_id,shock_interest_rate_bps,shock_equity_return,shock_inflation_bps,surplus_change_scenario_member,VaR_95_member,CTE_99_member,country,currency
M01474,P003,DC,12/31/2025,Active,53,F,10,64,712226.0841,643481.1735,0.052061226,0.089453484,0.128982398,,account_balance,0.06312588,IAM-2012,None,0.072532442,0.053314443,0.097357699,0.308235023,0.483028181,0.133454669,0.075282126,2236664.781,2236664.781,1,14.5170266,0,0,0.0074,baseline,0,0,0,0,257481.6248,437640.5003,IN,INR
M01475,P002,DB,12/31/2025,Active,50,M,12,67,1766048.006,1577667.539,0.058019099,0.010668638,0.122100581,0.008619415,flat,0.032068333,IALM_2012-14_Ultimate,None,0.076003362,0.044543181,0.094154476,0.479562051,0.456081379,0.064257866,9.87E-05,2904505.501,2844441.531,1.021116261,17.43100717,0,0,0.0065,baseline,0,0,0,0,477969.9559,812403.6454,IN,INR
M01476,P004,Hybrid,12/31/2025,Active,31,M,22,63,1217504.822,1112201.297,0.046269695,0.005459028,0.146060906,0.107556093,cash_balance,0.060204228,RP-2014,MP-2020,0.086566192,0.034974895,0.097153161,0.396585031,0.550843493,0.052517409,5.41E-05,4178930.84,4837858.277,0.863797697,14.37858806,0,0,0.0008,rate_down_100bps,-100,0,50,-580518.8695,592281.3116,1006698.205,IN,INR
M01477,P005,DB,12/31/2025,Active,31,M,6,63,1613199.283,1457914.265,0.051908628,0.080482536,0.07329823,0.013873511,final_average,0.077777985,RP-2010,MP-2021,0.062131019,0.031155938,0.08271465,0.433744336,0.433015317,0.074482116,0.058758232,1227156.398,1340895.899,0.915176487,11.04906314,0,0,0.0008,equity_down_20,0,-0.2,0,-106454.4274,183694.7913,312225.3109,IN,INR
M01478,P005,DB,12/31/2025,Active,47,M,27,66,1099478.591,964463.4241,0.067703109,0.080986063,0.082190146,0.012929744,final_average,0.042597073,RP-2014,MP-2021,0.050547,0.059601287,0.08104911,0.265951234,0.511680592,0.102971735,0.119396439,5562122.961,5058629.156,1.09953167,15.02427087,0,0,0.0056,baseline,0,0,0,0,573289.0067,974417.0594,IN,INR
M01479,P005,DB,12/31/2025,Active,45,F,8,60,675710.4553,628768.3258,0.036656778,0.012052184,0.080579576,0.012251638,final_average,0.164444444,RP-2014,MI-2012,0.051054214,0.051431021,0.093883343,0.383327753,0.294457407,0.236133114,0.086081727,818947.8677,702291.0154,1.166108991,11.39573403,0,0,0.005,baseline,0,0,0,0,112659.227,191486.4429,IN,INR
M01480,P003,DC,12/31/2025,Active,38,M,6,62,2199981.932,2027393.433,0.041694903,0.082509429,0.160619666,,account_balance,0.173333333,RP-2010,MP-2021,0.051867492,0.050398574,0.080475601,0.185704983,0.476959755,0.321203268,0.016131994,3730534.948,3730534.948,1,14.57113906,0,0,0.0029,baseline,0,0,0,0,372480.6049,633103.8123,IN,INR
M01481,P005,DB,12/31/2025,Active,45,M,16,61,825733.7164,769221.5355,0.036082389,0.078002606,0.125301596,0.013903757,career_average,0.049658658,IALM_2012-14_Ultimate,None,0.055139236,0.045084267,0.096001154,0.333848346,0.31092071,0.11749075,0.237740194,2652375.246,2532783.79,1.047217396,14.80111786,0,0,0.005,baseline,0,0,0,0,308849.8271,524950.8308,IN,INR
M01482,P001,DB,12/31/2025,Retired,60,M,8,66,1414073.263,1254519.953,0.061688636,0.052541207,0.1041274,0.014550489,final_average,0.043167083,IALM_2012-14_Ultimate,MP-2020,0.07283497,0.043049584,0.061377135,0.600036621,0.151827215,0.048944614,0.199191551,2121030.594,1789437.524,1.185305754,12.25381667,146031.0344,0,0.0095,rate_down_100bps,-100,0,50,-203172.8853,420478.7989,714686.153,IN,INR
M01483,P003,DC,12/31/2025,Active,51,F,10,60,1603816.793,1504492.191,0.03248181,0.045190337,0.159679934,,account_balance,0.155555556,RP-2014,MP-2021,0.08924346,0.053878937,0.07435158,0.390971602,0.45422726,0.139896193,0.014904945,4411649.631,4411649.631,1,15.66609717,0,0,0.0068,baseline,0,0,0,0,613174.768,1042210.73,IN,INR
M01484,P001,DB,12/31/2025,Active,33,M,11,66,987389.438,924836.1909,0.033265266,0.048106265,0.13065676,0.014364303,final_average,0.017090491,VBT-2015,MI-2012,0.066796694,0.054798228,0.093393346,0.252481736,0.329040657,0.263492586,0.15498502,1485237.99,1700406.581,0.873460505,11.636188,0,0,0.0014,equity_down_20,0,-0.2,0,-74999.09315,153394.6029,260724.2005,IN,INR
M01485,P002,DB,12/31/2025,Active,43,M,15,64,596628.3234,549564.4621,0.041939765,0.067695794,0.052450588,0.011592202,career_average,0.043240772,IALM_2012-14_Ultimate,MI-2012,0.07849666,0.031833036,0.068398025,0.339341246,0.488548708,0.087417097,0.084692949,708072.8857,872702.4552,0.811356587,9.132513913,0,0,0.0044,equity_down_20,0,-0.2,0,-48055.66702,86977.98525,147836.1379,IN,INR
M01486,P003,DC,12/31/2025,Active,36,M,10,60,725653.8799,657478.531,0.050567527,0.040467328,0.069325495,,account_balance,0.021576506,RP-2014,MP-2020,0.081687085,0.055782612,0.075958679,0.539381441,0.308014276,0.13656611,0.016038173,1040958.688,1040958.688,1,12.15585052,0,0,0.0023,equity_down_20,0,-0.2,0,-112294.7595,189505.4932,322101.7381,IN,INR
M01487,P003,DC,12/31/2025,Active,40,F,10,63,1335387.96,1219932.189,0.046250992,0.04764603,0.14395269,,account_balance,0.081444254,IAM-2012,MP-2021,0.082055881,0.05284651,0.060401704,0.14753364,0.816619676,0.025906247,0.009940438,3133865.678,3133865.678,1,16.76070129,0,0,0.0035,high_inflation,150,-0.05,300,572831.0391,295292.4664,501907.4384,IN,INR
M01488,P004,Hybrid,12/31/2025,Active,40,F,8,62,1251957.684,1175993.14,0.031792652,0.039865909,0.103973958,0.093172733,cash_balance,0.092226427,IAM-2012,MP-2020,0.06773185,0.044586383,0.072068725,0.521864397,0.360519102,0.09311845,0.02449805,972942.7002,1043957.463,0.931975425,14.19175603,0,0,0.0035,high_inflation,150,-0.05,300,170539.3043,171532.9454,291553.8696,IN,INR
M01489,P003,DC,12/31/2025,Active,39,F,14,64,1767892.143,1549064.793,0.068299662,0.067844183,0.156893039,,account_balance,0.051992071,VBT-2015,MP-2020,0.07199784,0.044289732,0.072745519,0.253843876,0.4384702,0.199359012,0.108326912,7968004.87,7968004.87,1,16.64434584,0,0,0.0032,baseline,0,0,0,0,812559.3353,1381103.891,IN,INR
M01490,P003,DC,12/31/2025,Active,31,M,8,65,1644065.016,1441063.566,0.068114781,0.083284098,0.138678124,,account_balance,0.164444444,RP-2014,MP-2020,0.063150157,0.055043906,0.089301832,0.304486213,0.513587547,0.099253428,0.082672811,3602841.23,3602841.23,1,10.15739839,0,0,0.0008,equity_down_20,0,-0.2,0,-219403.0967,410637.4709,697958.8867,IN,INR
M01491,P002,DB,12/31/2025,Active,43,M,22,64,641242.538,591528.242,0.041174253,0.08527752,0.126282475,0.020540769,final_average,0.053358013,IAM-2012,None,0.077514441,0.053806858,0.087093301,0.203575515,0.684425612,0.091227217,0.020771656,3028363.383,2870080.463,1.055149297,10.73690766,0,0,0.0044,rate_up_100bps,100,0,-50,204523.416,293198.5435,498348.4058,IN,INR
M01492,P003,DC,12/31/2025,Active,38,F,11,60,1885377.575,1680321.374,0.059261025,0.062094705,0.071285289,,account_balance,0.112413689,IALM_2012-14_Ultimate,MP-2021,0.065314699,0.034163905,0.077798297,0.606956659,0.144448484,0.227676871,0.020917986,3722476.319,3722476.319,1,10.48157751,0,0,0.0029,rate_down_100bps,-100,0,50,-363288.9377,763778.1775,1298190.75,IN,INR
M01493,P002,DB,12/31/2025,Active,20,M,3,65,620462.6332,559423.7849,0.053143016,0.03542523,0.138552418,0.017504702,final_average,0.11156064,RP-2014,MP-2021,0.062442543,0.046475863,0.089140126,0.67233943,0.251910186,0.007510547,0.068239837,436927.9639,471985.3614,0.925723549,16.06614271,0,0,0.0005,baseline,0,0,0,0,97260.34989,165313.0324,IN,INR
M01494,P001,DB,12/31/2025,Retired,65,M,13,66,1286785.258,1190852.214,0.039499068,0.054426002,0.099016613,0.013325777,career_average,0.020674746,VBT-2015,MP-2021,0.075092126,0.059080723,0.077133398,0.563023506,0.331409077,0.100942816,0.004624601,3132834.787,2993322.168,1.046607953,14.50974279,206297.3969,0,0.011,baseline,0,0,0,0,592585.544,1007215.308,IN,INR
M01495,P004,Hybrid,12/31/2025,Active,55,F,14,65,2927499.811,2704105.764,0.040486862,0.013322971,0.141428663,0.107495942,cash_balance,0.097684918,VBT-2015,MP-2021,0.063650217,0.052063855,0.077384431,0.515707122,0.180423853,0.101096755,0.20277227,5565907.261,5427564.608,1.0254889,12.02763177,0,0,0.008,high_inflation,150,-0.05,300,760375.6442,956196.5637,1625243.521,IN,INR
M01496,P004,Hybrid,12/31/2025,Active,40,M,22,66,1133270.49,1028602.948,0.049646127,0.00053593,0.147913189,0.101071892,cash_balance,0.102222222,IALM_2012-14_Ultimate,MP-2020,0.066319976,0.059189349,0.085822176,0.580827321,0.315658513,0.086972555,0.016541611,3675555.813,3662768.805,1.003491077,16.02584174,0,0,0.0035,baseline,0,0,0,0,714436.8822,1214325.546,IN,INR
M01497,P004,Hybrid,12/31/2025,Active,44,M,7,62,442213.5643,403580.2996,0.046769478,0.028058468,0.084467347,0.08784473,cash_balance,0.046316861,IAM-2012,MP-2021,0.078434946,0.053279924,0.088915324,0.370285698,0.523358465,0.041794286,0.064561551,309214.4213,295980.3856,1.044712543,12.91850685,0,0,0.0047,rate_down_100bps,-100,0,50,-30144.74714,40996.94414,69682.34397,IN,INR
M01498,P003,DC,12/31/2025,Active,32,F,6,66,850301.3304,783664.0272,0.041649173,0.097376438,0.128864306,,account_balance,0.083505728,IAM-2012,MP-2020,0.08413338,0.045739843,0.093876173,0.099678891,0.223144474,0.262275008,0.414901627,1392375.813,1392375.813,1,14.54042177,0,0,0.0011,equity_down_20,0,-0.2,0,-27758.09547,91172.20112,154965.03,IN,INR
M01499,P003,DC,12/31/2025,Retired,61,F,16,63,2619979.282,2321684.035,0.062300464,0.074498959,0.063816884,,account_balance,0.052254178,VBT-2015,MP-2021,0.067392065,0.04814708,0.090056101,0.182378264,0.722910517,0.034776153,0.059935066,10242024.91,10242024.91,1,16.69238499,682801.6607,0,0.0098,equity_down_20,0,-0.2,0,-373584.5448,957472.9493,1627412.989,IN,INR
M01500,P006,DC,12/31/2025,Retired,63,M,20,60,896995.7785,814751.921,0.049258517,0.041594573,0.125149962,,account_balance,0.025185361,RP-2010,MP-2021,0.070888,0.051282401,0.086812606,0.371661646,0.509510405,0.08657031,0.032257639,6246743.439,6246743.439,1,12.82723346,416449.5626,0,0.0104,rate_up_100bps,100,0,-50,642145.3257,832783.7445,1415479.24,IN,INR
M01501,P003,DC,12/31/2025,Active,46,M,6,66,1788964.136,1603667.418,0.056193922,0.091690429,0.156712848,,account_balance,0.081212601,VBT-2015,MI-2012,0.0798553,0.051864801,0.0824591,0.49732708,0.118955598,0.308384176,0.075333146,3031498.554,3031498.554,1,15.7705715,0,0,0.0053,rate_down_100bps,-100,0,50,-460053.9609,530441.7265,901589.7065,IN,INR
M01502,P003,DC,12/31/2025,Active,54,M,13,67,640189.4106,594665.6966,0.03757094,0.090553943,0.093134734,,account_balance,0.142222222,VBT-2015,None,0.058997934,0.052426764,0.072324345,0.215178192,0.509947959,0.249281646,0.025592204,2235726.64,2235726.64,1,14.09077321,0,0,0.0077,baseline,0,0,0,0,223199.6315,379371.5318,IN,INR
M01503,P001,DB,12/31/2025,Active,46,M,10,65,838982.5559,759042.8637,0.051340307,0.07405168,0.117060016,0.016630895,career_average,0.154503983,RP-2014,MI-2012,0.06660023,0.05790778,0.070443354,0.307471517,0.628285087,0.059376475,0.004866921,1852902.65,2167356.75,0.854913548,17.16913798,0,0,0.0053,rate_up_100bps,100,0,-50,313908.9158,220921.7085,375499.7549,IN,INR
M01504,P002,DB,12/31/2025,Active,31,M,7,62,893528.2319,821814.2542,0.042719042,0.007467293,0.039582483,0.01288982,final_average,0.168888889,IALM_2012-14_Ultimate,MP-2020,0.082458281,0.039274948,0.09373004,0.335514895,0.455923595,0.190642355,0.017919154,776438.522,971319.6602,0.799364569,13.09916511,0,0,0.0008,equity_down_20,0,-0.2,0,-52101.33791,97057.9203,164968.9636,IN,INR
M01505,P003,DC,12/31/2025,Active,40,M,10,62,2368841.031,2144291.162,0.051056544,0.113226316,0.069176776,,account_balance,0.093781702,RP-2014,MP-2020,0.085779323,0.054884176,0.08869377,0.340354134,0.571930121,0.085372478,0.002343268,5981975.623,5981975.623,1,11.68785214,0,0,0.0035,baseline,0,0,0,0,756886.4555,1286476.918,IN,INR
M01506,P003,DC,12/31/2025,Active,45,F,19,64,857972.2762,761818.8857,0.061233033,0.056406787,0.079192717,,account_balance,0.105353606,VBT-2015,None,0.075796182,0.047090451,0.086616475,0.443713891,0.452755311,0.04751378,0.056017018,4321038.612,4321038.612,1,11.42453866,0,0,0.005,baseline,0,0,0,0,660941.6464,1123399.905,IN,INR
M01507,P004,Hybrid,12/31/2025,Active,39,F,11,66,421489.8697,374589.599,0.060756528,0.04485691,0.126627873,0.089619745,cash_balance,0.061409499,RP-2014,MP-2021,0.065735815,0.05655989,0.070353496,0.286972051,0.396012875,0.037255383,0.279759691,402043.771,466373.4571,0.862064006,10.71739258,0,0,0.0032,baseline,0,0,0,0,41230.52868,70079.36667,IN,INR
M01508,P003,DC,12/31/2025,Active,42,F,10,62,2875945.553,2637783.898,0.044168827,0.076888255,0.11007671,,account_balance,0.074293,IAM-2012,MI-2012,0.074236909,0.048932812,0.098791904,0.147195353,0.445782086,0.241972013,0.165050548,7899083.403,7899083.403,1,12.20894196,0,0,0.0041,rate_down_100bps,-100,0,50,-788331.014,640263.404,1088253.178,IN,INR
M01509,P004,Hybrid,12/31/2025,Active,43,M,15,66,1090732.744,974843.6544,0.057771085,0.028692494,0.06295372,0.074867989,cash_balance,0.133333333,VBT-2015,MP-2020,0.05715368,0.058054462,0.063252521,0.348884124,0.571980802,0.0328775,0.046257575,1581393.802,1445483.126,1.094024394,12.90862246,0,0,0.0044,baseline,0,0,0,0,202547.5905,344269.3393,IN,INR
M01510,P005,DB,12/31/2025,Active,43,M,20,63,1321923.966,1159704.567,0.067651598,0.064788017,0.144331164,0.020412696,final_average,0.058247798,IAM-2012,MP-2020,0.051171833,0.042721006,0.093530126,0.346772988,0.226591198,0.423953454,0.00268236,5191989.552,4838672.854,1.07301934,10.21994432,0,0,0.0044,high_inflation,150,-0.05,300,563507.9858,743743.552,1264137.976,IN,INR
M01511,P005,DB,12/31/2025,Active,45,F,6,66,477783.9511,429244.3585,0.055026773,0.035852218,0.121807488,0.015388192,career_average,0.173333333,IAM-2012,None,0.05298461,0.032978784,0.068431208,0.09556085,0.658998436,0.244573381,0.000867333,530766.1675,619115.4323,0.857297589,15.62169581,0,0,0.005,equity_down_20,0,-0.2,0,-10144.09318,46118.34379,78387.16671,IN,INR
M01512,P004,Hybrid,12/31/2025,Active,33,M,13,67,1105705.388,1030322.621,0.035936405,0.055737156,0.148282329,0.097548804,cash_balance,0.014669603,IALM_2012-14_Ultimate,MP-2020,0.054326897,0.0493459,0.075690518,0.268733116,0.360559211,0.28545943,0.085248243,1592671.774,1643229.063,0.969232963,17.44111713,0,0,0.0014,baseline,0,0,0,0,176352.6824,299745.9575,IN,INR
M01513,P006,DC,12/31/2025,Active,37,M,8,63,993106.8302,888569.1592,0.057188345,0.045762954,0.110818513,,account_balance,0.164444444,IAM-2012,None,0.05902638,0.053237682,0.077115178,0.531274132,0.205465691,0.171391166,0.091869012,1498201.28,1498201.28,1,12.70685857,0,0,0.0026,high_inflation,150,-0.05,300,222676.5252,268464.322,456307.7472,IN,INR
M01514,P001,DB,12/31/2025,Active,31,M,11,63,637419.7881,595963.5341,0.034196175,0.016896926,0.107906356,0.01449226,final_average,0.085348239,RP-2014,MP-2021,0.068469028,0.050743026,0.08650805,0.251428717,0.471885425,0.259541855,0.017144003,1280709.229,1646140.91,0.778007048,17.3268059,0,0,0.0008,equity_down_20,0,-0.2,0,-64401.41566,138155.2453,234821.9245,IN,INR
M01515,P002,DB,12/31/2025,Active,54,F,16,66,1329854.666,1172733.249,0.064884416,0.007401999,0.103390641,0.013265379,career_average,0.106888136,RP-2014,MP-2020,0.059292336,0.051749444,0.081866494,0.727222668,0.197152524,0.065542908,0.0100819,3342016.429,3185525.691,1.049125561,12.79800351,0,0,0.0077,high_inflation,150,-0.05,300,440589.5065,803403.1744,1365541.201,IN,INR
M01516,P001,DB,12/31/2025,Active,23,F,9,64,456859.4965,413859.5228,0.05066642,0.02362315,0.112506809,0.010999274,career_average,0.095147227,RP-2010,MP-2021,0.073401272,0.030866418,0.067443359,0.339802863,0.581564023,0.070620891,0.008012223,533253.1689,449927.3541,1.185198375,10.98203705,0,0,0.0005,baseline,0,0,0,0,67425.03508,114602.0657,IN,INR
M01517,P004,Hybrid,12/31/2025,Active,56,M,10,65,635402.0637,581405.2542,0.045405629,0.005770047,0.034597988,0.06340661,cash_balance,0.09381315,IALM_2012-14_Ultimate,None,0.089931993,0.058947712,0.061200659,0.217854448,0.526687843,0.226809279,0.02864843,504218.4263,491222.3893,1.026456524,16.73197729,0,0,0.0083,high_inflation,150,-0.05,300,97877.0879,50027.74787,85031.96537,IN,INR
M01518,P006,DC,12/31/2025,Active,58,F,19,64,1698709.365,1594130.36,0.032280264,0.076291299,0.167891688,,account_balance,0.073049724,RP-2010,MP-2021,0.069927244,0.037925381,0.088688535,0.728833504,0.198290132,0.03092145,0.041954914,16579731.9,16579731.9,1,17.11389947,0,0,0.0089,baseline,0,0,0,0,3990111.49,6781976.733,IN,INR
M01519,P002,DB,12/31/2025,Active,41,M,14,62,710251.6076,650110.786,0.045231349,0.07957176,0.139120509,0.018509724,final_average,0.121730163,IAM-2012,None,0.080274214,0.042415862,0.080196919,0.428118526,0.38573149,0.184893086,0.001256899,2559535.451,2484603.407,1.030158553,14.74829175,0,0,0.0038,rate_up_100bps,100,0,-50,317071.8882,384957.4826,654310.7121,IN,INR
M01520,P006,DC,12/31/2025,Active,20,M,10,66,788579.8227,693787.9369,0.066128267,0.08313527,0.132506386,,account_balance,0.043862004,VBT-2015,MP-2020,0.061696062,0.042552682,0.074471434,0.279446863,0.454316307,0.086499356,0.179737474,2142563.833,2142563.833,1,17.30294673,0,0,0.0005,baseline,0,0,0,0,222286.3544,377819.2382,IN,INR
M01521,P001,DB,12/31/2025,Active,40,F,12,62,1025304.426,964874.615,0.03083932,0.038711106,0.145277241,0.017308462,final_average,0.028471001,RP-2014,MP-2020,0.088515189,0.057202667,0.071381572,0.273653609,0.372880051,0.152363341,0.201102999,2833942.521,2432591.828,1.164988917,12.13832143,0,0,0.0035,equity_down_20,0,-0.2,0,-155103.7197,288669.9654,490651.1996,IN,INR
M01522,P006,DC,12/31/2025,Active,43,F,11,67,832862.4079,756892.0386,0.048985926,0.076896198,0.105932599,,account_balance,0.143358077,VBT-2015,MP-2020,0.059964219,0.052313989,0.092921773,0.282905464,0.550570218,0.018046419,0.148477899,2481482.123,2481482.123,1,11.86854723,0,0,0.0044,baseline,0,0,0,0,267663.8648,454947.2134,IN,INR
M01523,P002,DB,12/31/2025,Active,34,M,3,62,1343648.466,1179658.566,0.067246324,0.022261291,0.149690877,0.012481495,final_average,0.068964012,RP-2010,MP-2020,0.07386524,0.048606193,0.091821251,0.418745307,0.570364168,0.00720767,0.003682854,723075.2887,737398.3609,0.980576208,16.6939061,0,0,0.0017,equity_down_20,0,-0.2,0,-60556.87681,107616.7111,182915.6986,IN,INR
M01524,P001,DB,12/31/2025,Active,39,M,12,65,1065750.858,974459.2858,0.04579364,0.011916027,0.113709709,0.019498302,final_average,0.021980063,RP-2010,MP-2020,0.089333228,0.033599171,0.093042013,0.190160287,0.769882069,0.012561164,0.02739648,2852534.246,2628316.643,1.085308444,11.52752175,0,0,0.0032,rate_down_100bps,-100,0,50,-193174.0243,280862.7588,477381.3214,IN,INR
M01525,P003,DC,12/31/2025,Active,59,F,4,63,499823.415,455845.6961,0.047127027,0.069323124,0.160438615,,account_balance,0.034264153,RP-2014,MI-2012,0.082329824,0.039702898,0.068764198,0.271729529,0.518782912,0.143741993,0.065745566,478541.2232,478541.2232,1,16.79600072,0,0,0.0092,baseline,0,0,0,0,51139.71946,86921.97909,IN,INR
M01526,P002,DB,12/31/2025,Deferred,51,F,20,63,707368.2485,637780.687,0.053142402,0.064619017,0.077623341,0.012081786,career_average,0.070840039,RP-2010,MP-2021,0.089681332,0.044753146,0.094078397,0.209203662,0.730672207,0.059334573,0.000789558,2009139.964,1717571.539,1.169756204,11.1450578,0,0,0.0068,rate_up_100bps,100,0,-50,118023.2042,201669.9412,342777.6022,IN,INR
M01527,P002,DB,12/31/2025,Active,35,F,4,63,673762.3041,612851.6336,0.048517493,0.059965443,0.138840975,0.021212152,final_average,0.073637023,VBT-2015,MP-2021,0.065189519,0.033447034,0.099421599,0.28091651,0.363656707,0.262497231,0.092929552,825822.4267,793224.2707,1.041095762,15.25442765,0,0,0.002,baseline,0,0,0,0,92393.89956,157041.546,IN,INR
M01528,P002,DB,12/31/2025,Active,28,M,8,65,799279.7187,743627.8993,0.036744068,0.071387305,0.095455548,0.011105382,career_average,0.019734416,RP-2010,MP-2020,0.05310526,0.047139231,0.083966108,0.182080914,0.70885169,0.093750372,0.015317024,1066841.578,1081204.056,0.986716219,16.36547033,0,0,0.0005,baseline,0,0,0,0,100226.4875,170354.5648,IN,INR
M01529,P005,DB,12/31/2025,Active,41,F,7,64,1035494.393,974647.6035,0.030742222,0.005675118,0.111712606,0.014063579,final_average,0.102649684,VBT-2015,None,0.059739626,0.036430227,0.061886842,0.520490974,0.430999722,0.030674515,0.017834789,1631247.963,1613181.212,1.011199455,16.81286172,0,0,0.0038,baseline,0,0,0,0,287997.4467,489508.1221,IN,INR
M01530,P003,DC,12/31/2025,Active,42,F,24,66,1130114.421,1016524.448,0.054392466,0.051335593,0.13497287,,account_balance,0.022845339,IAM-2012,MP-2020,0.08830454,0.054734678,0.088090615,0.358963489,0.613377965,0.022362342,0.005296204,12518215.57,12518215.57,1,17.68606017,0,0,0.0041,high_inflation,150,-0.05,300,2520409.772,1662238.289,2825299.852,IN,INR
M01531,P002,DB,12/31/2025,Active,49,M,20,63,339227.8656,298056.9392,0.066832263,0.023857052,0.105801684,0.020426191,final_average,0.003795519,IALM_2012-14_Ultimate,MI-2012,0.064823121,0.054868162,0.081524275,0.438119202,0.416725878,0.142086284,0.003068636,1562232.525,1425066.496,1.096252372,11.70357407,0,0,0.0062,equity_down_20,0,-0.2,0,-136888.8135,238234.674,404926.534,IN,INR
M01532,P004,Hybrid,12/31/2025,Active,39,F,2,65,1561686.253,1459953.065,0.034254565,0.075912126,0.135489479,0.117727553,cash_balance,0.040982812,RP-2014,MP-2021,0.054990945,0.047968375,0.088481892,0.248369289,0.527415902,0.191310442,0.032904367,307426.885,356242.8553,0.862969967,13.89754041,0,0,0.0032,baseline,0,0,0,0,31968.52559,54336.77662,IN,INR
M01533,P004,Hybrid,12/31/2025,Active,49,M,11,65,945160.0371,876484.2483,0.038438109,0.087273048,0.051393987,0.097471594,cash_balance,0.027305421,RP-2010,MP-2020,0.073724192,0.040785049,0.067529416,0.083464241,0.603720336,0.303469256,0.009346167,1136889.265,1219798.913,0.932030069,17.60836941,0,0,0.0062,baseline,0,0,0,0,101005.964,171679.438,IN,INR
M01534,P002,DB,12/31/2025,Retired,63,M,5,62,594705.0514,544788.1699,0.044809179,0.028133574,0.118527112,0.011040767,flat,0.058970292,RP-2014,None,0.070016945,0.031336655,0.084231953,0.556218363,0.128570691,0.106602686,0.20860826,211424.5072,273455.7893,0.773157912,9.092644413,30074.39606,0,0.0104,rate_down_100bps,-100,0,50,-23505.2128,39043.82253,66362.63088,IN,INR
M01535,P003,DC,12/31/2025,Active,52,M,12,63,1511395.843,1339193.193,0.062349689,0.093608544,0.111296177,,account_balance,0.045831849,RP-2010,MI-2012,0.052498763,0.048869656,0.081567774,0.034867536,0.832143831,0.132785954,0.000202679,5271071.116,5271071.116,1,14.53767825,0,0,0.0071,equity_down_20,0,-0.2,0,-36757.85255,458444.5126,779216.3265,IN,INR
M01536,P001,DB,12/31/2025,Active,44,M,16,64,381737.5563,352415.5103,0.040770413,0.025342796,0.141144362,0.011640674,career_average,0.041522797,IAM-2012,MP-2020,0.068117826,0.053537582,0.08409963,0.128971023,0.802476231,0.05823176,0.010320986,749574.533,679085.155,1.103800499,10.34596776,0,0,0.0047,rate_up_100bps,100,0,-50,40182.1439,67901.39829,115411.7384,IN,INR
M01537,P002,DB,12/31/2025,Active,42,M,12,63,484524.8901,426959.5876,0.065282176,0.010400849,0.147950054,0.021132761,final_average,0.137547832,VBT-2015,MP-2021,0.075314748,0.053711972,0.089109899,0.272541177,0.621508925,0.105729324,0.000220574,1630389.307,1403469.462,1.161684918,12.96219995,0,0,0.0041,rate_down_100bps,-100,0,50,-131255.4426,180366.6945,306568.5579,IN,INR
M01538,P004,Hybrid,12/31/2025,Active,40,F,16,63,2566670.619,2409039.093,0.032198315,0.032242217,0.072501608,0.075998583,cash_balance,0.093109721,RP-2014,MI-2012,0.059307519,0.044534084,0.081768671,0.519716901,0.435648788,0.035669035,0.008965277,3783440.147,3983091.515,0.949875275,9.756497956,0,0,0.0035,rate_down_100bps,-100,0,50,-306197.6865,667592.0491,1134703.568,IN,INR
M01539,P002,DB,12/31/2025,Active,56,M,9,65,1051615.056,922589.5551,0.067638265,0.053819858,0.042848862,0.020726648,final_average,0.082730428,IAM-2012,None,0.054977629,0.034212722,0.072872418,0.152174395,0.681047813,0.068949089,0.097828703,1787275.995,2069959.914,0.863435076,12.02767905,0,0,0.0083,baseline,0,0,0,0,151790.4476,257997.6241,IN,INR
M01540,P003,DC,12/31/2025,Active,38,M,13,62,706613.4145,637963.0647,0.052429883,0.111527802,0.130803117,,account_balance,0.140761948,IAM-2012,MP-2020,0.08459187,0.031944419,0.072360152,0.189613635,0.772125078,0.024180765,0.014080522,3164915.049,3164915.049,1,15.22470399,0,0,0.0029,rate_down_100bps,-100,0,50,-359663.434,312065.0403,530415.716,IN,INR
M01541,P004,Hybrid,12/31/2025,Active,44,F,16,65,1033874.809,926512.686,0.056351107,0.039937025,0.033580142,0.073343883,cash_balance,0.079718606,IALM_2012-14_Ultimate,MP-2020,0.075017924,0.031671903,0.087802138,0.455154634,0.262071312,0.021209103,0.261564952,1375491.249,1599137.029,0.860145956,16.30495043,0,0,0.0047,equity_down_20,0,-0.2,0,-125212.2431,209187.4904,355555.1508,IN,INR
M01542,P001,DB,12/31/2025,Active,45,M,8,67,907359.2581,831361.2586,0.044707581,0.022003992,0.087898354,0.015892916,final_average,0.084551091,IAM-2012,MP-2021,0.056210274,0.037484328,0.086554078,0.416163809,0.53803098,0.045550805,0.000254406,1118526.756,1485277.281,0.753076055,14.05154797,0,0,0.005,rate_down_100bps,-100,0,50,-178614.3474,164569.3062,279717.7994,IN,INR
